Event_ID,Exact_Date,Master_Location,Primary_Figure,Subject_Action,Summary_Text,Details_Evidence,Artifact_Refs,Social_Weight
E1930_017,1930.07.14,上海,馬公愚,活动,7月14日，中國藝術專科學校暑期研究科開學。,《中國藝術專科暑校開學》：“本埠楓林橋中國藝術專科學校（原名中國文藝學院）本屆開辦暑假研究班，報名者甚形踴躍，業於昨日舉行開學禮，師生濟濟，行禮如儀，劉穗九、馬孟容、馬公愚諸教授均有演説。研究期限四十五天，所開課程有山水、花卉、翎毛、走獸、草蟲、畫學史、畫理、詩詞、文學、書法、篆刻等科，均係文藝界名夙擔任，每日上午八時至十一時，下午三時至五時為上課時間，每逢星期三或星期六請名人演講，並赴名勝之處旅行，以擴見聞而助修學云。”...,中國藝術專科暑校開學,7
E1930_018,1930.07,上海,,紀游,7月，《桂遊日記》刊於吳衡之執編之《旅行月刊》（即《友聲》）第5卷第5號。,按：本期刊吳衡之譯述《歐美探險名人彙傳》，自序有雲：“友聲旅行團印行月刊，而以撰述屬余。……民國十九年六月一日中山縣吳退翁謹識於滬北之退藏廬。”...,桂遊日記 / 旅行月刊 / 友聲 / 歐美探險名人彙傳,7
E1930_019,1930.07,上海,,活动,7月，三女映家生，宋出。,...,,7
E1930_020,1930.09.05,上海,,聘任,辭去中國文藝專科學校校長職，專任山水、文學、畫理教授，校長由劉穗九繼任。9月5日開學，8日開課。,報導：“（上略）本學期除舊有教授外，復添聘名家十餘人為教授，以故投考及轉學新生極形踴躍。昨日舉行開學典禮，到有校董來賓三十餘人，新舊學生八九十人，定8日上課，各級尚有餘額可補云。”（9月6日申報） 《中國文藝專科學校（原名中國文藝學院）通知開學續招新生》：“本校定9月8日上課，文學系及畫學系各級尚有餘額，可隨到隨考，至9月15日爲止。（中略）本學期專任教授：余越園、黄賓虹、商笙伯、樓辛壺、王師子、陶百川、鄭午昌、許徵白、朱榮（蓉）莊、張善孖、劉貞晦、孫濌公、章味三、鄭曼青、馬孟容、張紅薇、馬公愚、方介堪、王竹人、謝公展、鄭師許、何毓輝、葉柏齡、趙仲博、葛小厂、劉穗九。校長劉穗九。”（9月8日申報）...,中國文藝專科學校（原名中國文藝學院）通知開學續招新生,10
E1930_021,1930.08.20,上海,,展覽,8月20日，藝乘書畫社改組，另賃新址，重新開展活動，是日第一屆展覽會開幕，有作品陳列其中。,《藝乘書畫展覽會》：“出品：山水花卉人物仕女佛像真書草書百餘件。日期：八月廿號起，八月廿三日止，每日上午九時起，下午九時止。地點：南京路雲南路口六二號，電話六三四○○號。主任錢化佛。”（8月20日申報） 《書畫訊》：“藝乘書畫社宣稱：本社為全國金石書畫家所合組，初賃社址於勞合路，社員加入者甚形踴躍。因地方過小，不敷展布，去年年底曾經一度收束，從事改組。自山水專家李棲雲由粵返滬，乃以此事委託錢化佛君專責辦理，繼續進行。刻已賃定南京路雲南路口匯利公司樓上房屋數間作為社址，頗軒敞適用，正在佈置一切，名人作品，陳列甚豐。就中如王一亭、駱亮公、曾農髯、餘天遂、錢化佛、黄太玄、張聿光、姚墨林、俞原等書畫，收羅允當，可見一斑。並聞該社業已聘定袁希濂律師為法律顧問，不日即將開成立大會，求作大規模之進展云云。”（7月27日申報、8月5日時事新報） 《藝乘會開幕盛况》：“南京路雲南路口藝乘書畫會成立以來，已有多日，其第一次展覽會已於昨日（二十日）開幕，計有曾農髯、黄賓虹、王一亭、錢化佛、楊度、劉海粟、張聿光、俞劍華等作品百餘點，各界前來參觀者，莫不流連忘返，並有粵東女畫家周淑勤女士臨時揮有扇面若干件，筆致遒勁，著色淡雅，更為觀者歎賞云。”（8月22日時事新報） 周元琪《藝乘佛話》：“秋暑困人，日惟北窗下卧，讀畫吟詩而已。比得錢化佛君柬，知君方主南京路雲南路口之藝乘金石書畫會，乃冒暑訪老友於會中，談笑甚歡。會中四壁張畫殆遍，以曾農髯丈之寫米家山，渾而有骨。此老素以書名聞海内，畫名反爲所掩，實則此老之畫，正如林琴南老人之爲文所掩也。由里山人繆莆孫寫菊一幀，筆致工細絶俗，着色停匀，並題以句云‘石上流泉無客賞，數枝寒菊是知音’，不禁為之呼絶妙佳構。其他若張聿光之虎，黄賓虹之山水，劉海粟之寫真，共計有三十餘件，均係絶妙精品。（下略）”（8月25日申報）...,藝乘書畫展覽會 / 書畫訊 / 藝乘會開幕盛况 / 藝乘佛話,7
E1930_022,1930.秋,上海,,書信,新秋，應請為商務印書館同仁費範九作《澹遠樓圖》。,與費範九書：“昨誦手書，並惠墨拓多珍，無任感謝。藉聆起居多鬯，著述日宏，誠欽誠佩。承屬拙畫樓圖，楙樹漪流，徒存意想，不卜方弗珂鄉勝景否，即希教正。坿敝藏石拓本，非敢言報，聊以伴函。祗頌道綏。黄賓虹謹上。” 自題《澹遠樓圖》：“庚午新秋，為寫澹遠樓圖，即博範九先生哂正。黄賓虹。”（《澹遠樓圖第一册》） 按：費範九名師洪。據商務印書館編譯所職員表資訊：“費師洪，號範公，江蘇省南通縣，江南法律學校畢業，江蘇省議會議員。到所年日：十七年五月二日。出版部。住所：南通城內馮棋杆巷二號。寄宿所：儉德會六號。”...,澹遠樓圖 / 澹遠樓圖 / 澹遠樓圖第一册,7
E1930_023,1930.秋,上海,許承堯,紀游,新秋，許承堯倦遊，將返唐模，仿垢道人以贈行。,自題：“庚午新秋，芚公先生將旋唐模里居，寫此以贈。畫仿垢道人，愧不能得其萬一也，即博笑正。黄賓虹同客滬上。”（安徽省博物館藏）...,,10
E1930_024,1930.08.27,上海,張大千,活动,8月27日，曾農髯（熙）病逝，年七十三歲。張善孖、張大千、馬企周、江一平、朱大可等及門弟子發起“曾（農髯）李（瑞清）同門會”。,按：11月23日《申報》刊“曾李同門會通告”，以曾熙、李瑞清門下弟子為會員，總通訊處設在張善孖寓。...,申報,10
E1930_025,1930.秋,上海,張善孖,雅集,秋，與張丹斧、嚴獨鶴等宴於張善孖寓。,張丹斧《善孖、大千兩先生約吃自製肴饌》：“趙回將軍回府了，巧於吳縣府前逢。探懷欣見雙翼德，捎帖偏勞一子龍。謁欲座中灌獨鶴，饞兼樓上療賓虹。含英未便邀同去，被請有無信一封。”（1930年《上海畫報》）...,善孖、大千兩先生約吃自製肴饌 / 上海畫報,7
E1930_026,1930.秋,上海,陳澤霈,活动,秋日，為陳澤霈作《風軒水檻圖》。,自題：“風軒水檻壓春流，一帶平岡草木稠。心喜應門差解意，只容漁父得相求。庚午秋日，一禪先生方家哂政，黄賓虹畫。”...,風軒水檻圖,7
E1930_027,1930.秋,上海,張大千,聘任,秋，新華藝專聘為國畫教授。,《新華藝專發展計劃》：“新華藝術專科學校對於課程，向來注重，本學期為發展國畫計，除該系原有教授張聿光、俞劍華、熊松泉等外，特加聘黄賓虹、張善孖、張大千為教授，西畫系除原有教授陳澄波、汪荻浪、柳演仁外，再聘定潘玉良、張辰伯兩名家為教授，以增生徒之興趣，而達提倡之本旨，並請西人開爾氏為女子音樂體育舞蹈教授。聞自招考以來，應試者非常踴躍云。”（9月1日申報） 比利時獨立百年紀念，舉辦國際博覽會，由葉恭綽徵集國内名家繪畫一百八十餘幅，隨工商、教育、農業出品一百八十餘箱，年初由褚民誼帶往比利時，6月16日開幕，囿於會場面積不足陳列繪畫，乃於10月5日假座比利時黎業斯美術會舉辦中國美術展覽會，獲最優等獎。 《中華民國參加比利時國際博覽會特刊》：“最優等獎：徐世昌、黄賓虹、高奇峰、高劍父、吕鳳子、狄楚青、陳樹人、王一亭、徐悲鴻。優等獎：吳待秋、鄭曼青、馮超然、張大千、鄭午昌、劉海粟、盧觀海、盧鎮寰、張善孖、汪采白、張聿光。金牌獎：李秋君、許士騏、溥儒、姚倉客、姚墨村、姚粟若、葉少秉、楊敏湖、吳仲熊、伍佩榮、王濟遠、吳湖帆、張書旂、張時敏、鄧爾雅、張坤儀、趙少昂、林風眠、湯建猷、陳東湖、張湛湖、高元罕。銀牌獎：趙夢朱、佟公超、張南湖、秦裕、陳年、周肇祥、陳蕃誥、張穀年、張偉卿、陳緣督、趙叔孺、趙浩公、鄭誦先、周一峰、王衡桂、王雲、邢一峰、余紹宋、姚虞琴、許堯、管平、惠孝同、和鏞、陳子青、張紅薇、趙安之、陳雲、謝公展、孫誦昭、鮑少游、馬孟容、馬晉、李居端、盧子樞、李鳳廷、李祖韓、樓辛壺、金陶陶、孔彰、黄般若、何冠五、黄少强、黄少梅、許徵白、馮逸梅、方人定、何漆園、郭屺亭、金開業、江采、李晴湖、黎工佽、蕭愻、蕭俊賢、恩稚雲、胡若思、馬軼羣、關富亭、張兆芬、丁丙、丁慕冰、楊二樹。”按：評獎委員：王子琦、張兆（沈宜甲代）、盧芹齋、邱祖銘、劉海粟、劉厚、孔勤安、王勰。...,新華藝專發展計劃 / 中華民國參加比利時國際博覽會特刊,10
E1930_028,1930.10.10,上海,,展覽,10月10日，以畫參加比利時獨立一百週年紀念博覽會一部分作品，與徐悲鴻個人展覽會售餘部分作品，在法國里昂中法大學展出，盛况空前。,《巴黎中國畫展經過》：“中華民國十五年（1926）冬，徐悲鴻君携其作品一部，道過里昂，中法大學同人請其公開展覽，未允，僅陳列一室中，任人觀覽，甚得中外人士之贊賞。十九年（1930）年夏，謝壽康君使比，代售其作品，舉行一‘徐悲鴻個人展覽會’於比京，哄動一時，比後且親臨參觀。是年10月，劉大悲君將徐君作品，除在比已售出者外，搬運來洽，蓋以褚民誼所借中國參加比國獨立百週紀念博覽會出品之一部分，就雙十節之機會，陳列於里昂中法大學，三日之間，參觀者四千餘人，報章熱烈宣傳，聲譽甚隆。”（1933年11月25日申報）...,巴黎中國畫展經過,7
E1930_029,1930.10,上海,張大千,書信,10月，海上書畫聯合會推為受託代售古今書畫瓷銅玉石審查員。,《介紹古今書畫磁銅玉石等審查規則及寄售章程》：“一、凡以名人真蹟彝器古玩籌託本會代售者，須經過審查員審定確非贋品僞造者方可寄售。二、本會推狄楚青、姚虞琴、湯臨澤、哈少甫、高野侯、丁輔之、王一亭、黄賓虹、張大千為審查員。三、審查以黑白投子法行之。全白為上，白子白半爲次，黑多於白為劣。四、審定物品須製版入本刊宣布者，其製版費由寄售者擔任之。五、外埠定購者須按價全數匯付，如所購物品不合，得此一個月限期内退物還款，逾期概不退换。六、寄售物品售出後，本會扣酬二成。七、往來郵費購者擔任之，保險費由售者擔任之。”（10月《墨海潮》第二期）...,介紹古今書畫磁銅玉石等審查規則及寄售章程 / 墨海潮,10
E1930_030,1930.10.30,上海,,書信,10月30日，出品豫園書畫善會書畫陳列會。,鄭逸梅《豫園觀畫記》：“豫園曲橋之畔，有書畫善會焉。主其事者，為楊東山先生，以風雅之道，為施濟之舉，法至善也。先生謝世，白龍山人繼主之不替。自登高節（按：陰曆九月九日）起，舉行書畫會旬日。一昨偕荆人游豫園之便，遂蒞會以觀賞。晤潘子敬齋，殷勤款洽，四壁書畫，琳琅滿目，敬齋所作山水兩幀，意境蕭然，令人神往。黄賓虹之《九華飛澗圖》，蒼雄之氣，足以抗手古人，平揖時輩，與汪仲山（名琨）之人物，神態之妙，可謂異曲同工。葉渭莘筆墨輕靈澹雅，一蟬一蟹，自得趣致。渭莘為指發後嗣，宜其家學淵源也。趙雲壑一門風雅，父子俱傳缶老之學，所作梅竹小石，逸氣横溢，自屬神品。……臨行，敬齋貽《海上墨林》一部，乃東山先生所手輯，尚多遺漏，緩日擬為補撰之，以繼東山之志云。”（11月20日申報）...,豫園觀畫記 / 九華飛澗圖 / 海上墨林,7
E1930_031,1930.10,上海,,書信,10月，日本诗人、画家田邊華接獲贈畫與古璽印譜、書畫册後，以手書詩箋相報。,田邊華書：“賓虹先生大人：昨接郵筒□手諭，此詳文房平安兼動履迪吉，可敬可賀。僕東海一布衣，固無才藝之可貢左右，而今不圖蒙先生推舉，稱揚過褒不敢當，惟深知己之感耳，海外論交，尤爲欣榮，僕願久而無渝。今次蒙惠賜六件，別郵安着，照數拜受。墨寶真見落落之大手段，固應珍襲，至璽璽（？）印譜則寶氣滿室，披閱之下，不能措手。其他石印書畫册，一一足愛玩，多謝多謝。匆匆拜覆書，餘付於後鴻。順禱文安不盡。陽十月盡日。東京田邊華頓首。附呈拙詩箋十葉，哂收是幸。” 又詩作十首：“氊裘皂帽躍青驄，翻身斜彎兩石弓。今夜南飛數行雁，可憐一字落秋風。（題畫）長亭短亭我問程，千里萬里君周行。穆王八駿假其一，一鞭直到可汗京。寶瑟無聲四座空，珠簾揭向月明中。梨花滿地春雲白，可躡春雲到蕊宫。（春夕）詩人老作秋風客，寒透行庵雨夜燈。半硯冷雲一瓢水，江湖又學打包僧。（自題小肖）山邨稼畢祝農功，老健田翁腰似弓。剪取東坡數竿竹，天寒十月築牛宫。秦人求藥入東海，我亦懸帆興不孤。天上明月天下水，蒼茫何處是蓬壺。（到臺灣舟中）孤舟昨夜泊鱸鄉，蘆荻花飛秋水蒼。憶作長沙南畔客，五更聞雁一天霜。花明二十四郵亭，一路東風過井陘。衣上閒雲飛不去，春天已放半峰青。（過□井陘途上）鐵船四月截重洋，高與波濤相頡頏。海上天風吹浩浩，衣裳時挾九秋霜。月自落帆亭下斜，扁舟無主望蘆花。潮頭漁火光明滅，一夜江聲入遠沙。庚午十月歸展備中（按：日本地名），過秦川別墅有此。錄似賓虹先生吟正。田邊華。”...,,7
E1930_032,1930.冬,上海,,聘任,冬，江暐以安徽省志事蒞滬，以程演生主張印行《安徽叢書》，因來訪，亦力主印行叢書，任編審會會員，並舉薦摯友，共襄盛舉。,《安徽叢書》第二期全書江暐序：“庚午之冬，暐以省志事至滬，程君演生為言印《安徽叢書》之要，暐因訪於徐積餘、黄賓虹、陳子言、洪澤丞、張燕昌、許静仁、程霖生、汪孟鄒諸公，僉曰事當行。於是草規程，發書策，延聘通人，為會討論，匝月而事畢舉，演生故曾以東方文化為學會於滬，因即其地設叢書編印處，同人一月兩會其所，商榷編審，策進行焉。” 《安徽叢書》編審會名譽會員題名：李彊村、汪鞠友、周叔迦、金松岑、宣古愚、冒鶴亭、洪範五、胡適之、徐森玉、馬一浮、姚石子、高吹萬、陳乃乾、張菊生、許際唐、傅沅叔、黄晦聞、諸貞長、羅叔言等九十六人。編審會會員題名：江彤侯（《安徽叢書》編印處主任）、李光炯、汪孟鄒（編印處辦事員）、胡樸安、徐積餘、黄賓虹、程霖生、程演生等十七人。 按：程演生（1888—1955 ） 又称衍生，字源铨，别号天柱外吏、寂寞程生。安徽怀宁人。？），號總持。安徽懷寧（今安慶）人，早年留學法國，回國後歷任北京大學文科教授、巴黎中外貿易公司董事長、外交部特派員，後任安徽大學校長、上海市博物館董事會副董事長。...,安徽叢書 / 安徽叢書 / 安徽叢書 / 安徽叢書 / 安徽叢書,10
E1930_033,1930.11.05,上海,張善孖,聘任,11月5日，日本上海三井銀行總理土屋計左右升任東京總行，日本駐滬總領事重光葵設筵於私邸，邀集日本居滬人士以及中國藝術界名流為其餞行。,俞劍華《重光餞土屋》：“土屋計左右氏任上海三井銀行總理有年，對於中日美術多所盡力，現已升任東京總行，不日榮歸，故中日人士連日祖餞者甚多。5日晚間，係上海日本總領事重光葵氏設筵於西摩路十五號私邸。日人方面有田中副領事、東方文化委員堺與三吉及林出賢次郎、船津辰一郎、佐藤安之助，中國方面多為藝術界名流，計到有王一亭、狄楚青、黄賓虹、張善孖、錢瘦鐵、俞寄凡、汪英賓、李雲書、李祖韓、王茝蓀等。共設兩席，菜為覺林素菜，共卅味，十分精美，因李君係覺林主人，且有素菜多種係雲書先生所發明，故吾輩得飽口福。席間閒談，因及年齡之長幼，吾席以賓虹先生為長，雲書次之，堺與又次之，以瘦鐵為最小。田中正四十，同人慫其作壽，因言及日人作壽與中國不同。中國逢十作整壽，日人則僅作四十一與六十一，因四十一相傳為厄運，而六十一為甲子一周。日人男子尤惡十九，女子則惡二十五，每至其年，則諱而不言。吾國北方亦諱四十一，甚至變爲詈人之辭，而江浙間女子則以十八歲出嫁而不吉，此猶西人之惡十三，同一為不可解也。茝蓀面貌、身材、言語、舉止，極似日人，初識者莫不會，而田中、堺與則又極似中國人。堺與處中國已四十年之久，足跡遍全國，祖韓、瘦鐵及余未滿四十三數，則其在中國之資格，實較吾輩為尤也。席畢，循例為主人作畫，一亭先生寫《松鶴延年》，松針用連筆，頗似英文之MWN等字母。次為賓虹先生寫山水，楚青先生寫竹，余以僻處江灣，急於先歸，乃寫水仙一枝而去。”（11月9日申報）...,重光餞土屋 / 松鶴延年,10
E1930_034,1930.11.08,上海,張善孖,聘任,11月8日蒔菊會在南京路前市政廳開幕，虞澹涵擔任書畫部主事，有作品陳列其中。,《蒔菊會中之書畫》：“南京路前市政廳所舉行之蒔菊會，其中書畫由虞洽卿之女公子澹涵女士主任其事，輔助者則有黄賓虹、張善孖、錢雲鶴、汪聲遠、謝公展、鄭曼青、樓辛壺等諸名家，積極進行，佈置完善。古書畫一部由各收藏家擔任陳列外，時人書畫均屬名家作品，各體咸備，定價較廉，並定有臨時合作，當場取件。”（1930年11月7日《時事新報》） 《蒔菊會今日開幕》：“海上聞人虞順恩、洪雪帆、阮維揚等發起蒔菊會，假座南京路市政廳舊址公開展覽，搜羅名菊數千種，美不勝收。並設書畫組，古今名人作品至夥。餘興有跳舞、魔術及各種遊藝，由名導演應雲衛、李時敏兩君計畫，一切均臻美化，定今日下午二時開幕。”（11月8日時事新報）...,蒔菊會中之書畫 / 時事新報 / 蒔菊會今日開幕,10
E1930_035,1930.11,上海,,展覽,11月中旬，與書畫同人參加俞劍華在杏花樓舉行的個展預展會，題詞並訂購畫件。,俞劍華《杏花樓預展紀寵》：“予橐筆海上，倏已三年，涉足藝林，忝附驥尾，操觚弄翰，積習難除。惜駑駘之材，終非千里之任，惟鍥而不舍，寸聚銖積，漸有進境，一愚之得，未敢自足，遂舉行個人展覽會，以期就正有道。會前特在杏花樓預展，蒙諸友好、前輩惠然蒞臨，錫以箴規，並荷先訂購，出品為之一空，高情厚誼，銘感無地。賓虹先生題曰‘真力瀰滿，行氣如虹，包羅萬象，得其寰中’，大千居士題曰‘元氣淋漓幛猶溼’，善孖先生與應鵬先生俱題曰‘琳琅滿目’，山田謙吉先生題曰‘藝術精華’，陶民先生題曰‘萬山蒼翠’，弱叟丈題曰‘自成一家’，瘦鵑先生題曰‘氣象萬千’，堅甫先生題曰‘有巖峰氣象’，青山農先生題曰‘諸相具足’，徵白先生題曰‘古茂’，公振先生題曰‘墨妙筆精’，祖貽先生題曰‘我不能畫而喜讀畫，尤喜讀俞君之畫’，逸民先生題曰‘墨趣横生’，甘園先生題曰‘煙雲過眼’，瘦鐵先生題曰‘縱横古今’，紅薇居士題曰‘虛妙’，曼青先生題曰‘一丘一壑自驚人’，午昌先生題曰‘與造化者游’。寵飾過當，不勝赧顔，用當書為銘座，以資鞭策。展覽會期為15、16、17三天，假西藏路寧波同鄉會四樓舉行，甚盼各界明達有以教之也。”（11月15日申報） 又《個展紀趣》：“不才近年來，以家庭劇變，環境壓迫，舉一切苦惱悲憤，無可告訴者，畢洩之於畫，抑鬱不平之氣為之稍舒，而畫亦因之稍有進展。不過藝海汪洋，鼷鼠飲之，能有幾何，一愚之得，深願就正有道，故將近作百餘件，公開展覽，並特預展，恭請海上名家指正，俾資遵循，謬蒙賞讚，藻飾過當，且争訂出品，瞬息為之一空，使在開會時無以饜觀者之望，不得已及舉行第二次展覽出品預定，以免向隅。不料未及二日，預定者已超過百件。第二次開會之期定於陰曆十二月二十、二十一兩天，爲期甚近，殊不敢貪多務得，草率從事，以負雅意，乃將預定提前停止，第三日預定者不得不待諸來年，而一日之間又預定至六十餘件。不才素以出品迅速見稱儕輩，至此已疲於應付，計開會三日，除出品百件全數售罄外，更預定一百七十件之外，而參觀者竟達三千餘人，即前輩名家如程瑶笙氏亦且破格降臨。深恐才疏學淺，筆拙墨劣，無以符合各界期望之殷，惟有益自奮勉，殊不敢以此自滿也。此次出品中之三十三號《南山翠屏》與八十六號之《秋江晚渡》，預定者為最多，第一日定至十四人，第二日三十三號增至十八人，而八十六號增至二十四人，第三日三十三號增至二十九人，而八十六號竟增至四十五人，紅籤自軸至頂並排兩行，至不能容，友人戲為兩畫頗似賽馬之大香賓。三十三號日人山田謙吉定一幅，八十六號則德人方哈樂定一幅，亦遥遥相對。次之則為六十五號之《松齋讀易》十九人，另外第一號《江上三峰》十八人，而此四幅之原定者，兩為張善孖兄，一為張大千兄，一為黄賓虹社長，三人者又同居一宅，可謂奇矣，名家法眼，畢竟不凡。第二日之晨，方佈置就緒，來觀者不過兩三人，而臺上非賣品之册頁《侍母集》已不翼而飛，大索不得。第三日友人自古玩茶會上來云，昨日有人持册頁兜售，索價兩百元，此公□篋之術不讓妙手空空兒，惜余畫不值多金，未免錯用半刀耳。”（11月28日申報）...,杏花樓預展紀寵 / 個展紀趣 / 南山翠屏 / 秋江晚渡 / 松齋讀易 / 江上三峰 / 侍母集,7
E1930_036,1930.冬,上海,,書信,冬日，題畫寄贈張翰飛。,"自題《金華山圖》：“筍輿岡隴徑盤旋，迎面峰來識洞天。嵐影排窗三疊峰，雨聲喧枕百重泉。僊靈詭秘探龍窟，遺逸高蹤訪鹿田。回首獅山讀書處，尋源難忘是髫年。壬戌春日遊金華山洞，訪謝皋羽遺跡，憶曩讀書獅山僅距十里許，忽忽四十年，余重到此，不禁滄桑之感，率為賦此。翰飛先生惠貺傑作山水自北平寄余滬上，佩甚佩甚，因撿舊寫拙畫奉酬，即希哂正。潭渡黄賓虹，庚午冬日。”（西泠拍賣行2006年秋季拍賣圖錄） 按：張翰飛(1884—1939)，名鵬翎，號黄山居士，安徽歙縣人。擅山水，筆蒼墨潤，縱逸多姿，與 HYPERLINK ""http://baike.baidu.com/view/21068.htm"" \t ""_blank"" 黄賓虹、 HYPERLINK ""http://baike.baidu.com/view/275763.htm"" \t ""_blank"" 汪采白有“ HYPERLINK ""http://baike.baidu.com/view/8161492.htm"" \t ""_blank"" 新安三雄”之譽。...",金華山圖,7
E1930_037,1930.冬,上海,,活动,冬日，為吳仲炯作山水圖。,自題：“庚午冬日，仲琚先生鑒，黄賓虹。” 湯滌題：“日落群峰陰，灑然涼風作。欲攜古研來，向此溪中濯。癸酉新秋，湯滌錄慎宜軒詩，應仲琚世兄屬，時同客海市。”（香港蘇富比1988年拍賣圖錄）...,,7
E1930_038,1930.冬,上海,陸丹林,活动,冬日，為陸丹林作《楓橋夜冷圖》。,自題：“楓橋夜冷吳謳起，笠澤天寒楚望迷。庚午冬日，丹林先生鑒。賓虹畫。”（《翰墨緣·李俠文先生捐贈書畫文物》）...,楓橋夜冷圖 / 翰墨緣·李俠文先生捐贈書畫文物,7
E1930_039,1930.冬,上海,,活动,冬，洪夫人自歙來滬。,羅時鎔與汪寶瑜書：“大嫂如晤：弟於十一號抵揚，一切平善，請勿遠念。憶三號至朱家村，雇孫姓六艙船，包艙面卅元，酒資六元，托輪一切均由弟等六人攤派。弟同賓日住後艙，令侄媳帶小孫同黄樸存夫人住中艙，帶小孩之女雇同黄姓婦人（賓日本家）住前艙。四號上午下馳，晚宿大川；五號宿港口；六號下午六時至七里瀧口，因大東風，休息至子時風停，又下馳；七號大早六時抵桐廬，雇八時開航輪船，于午後二時拖抵江干。是晚因宿船中，次早雇轎至船上，送令侄媳至車站，乘九時快車於午後抵滬北站，即坐汽車至惠中旅館，代令侄媳等看一樓下房間暫住，弟同賓日晚至大姊處宿。九號早同大姊乘汽車來惠中陪令侄媳至王仲奇處診治……此次令侄媳帶小孩一路平善，請稟告令尊堂二老大人暨令侄放心為禱。……專此，敬請冬安！二弟期時鎔頓首。十一月十六日。” 按：錄自鮑義來《瑜娘留痕——一位女人一批家書和一個家族的故事》，作者按曰：“此信寫於1930年，吳蕙芬攜小孩由新安江乘船到杭州，然後乘火車到上海，再去北京。羅時鎔作為陪同護送人員之一，于此信中報告了一路情況，這是汪寶瑜所最迫切需要知道的，因為被護送者是她的侄媳婦和侄孫。1925年汪克劭與吳蕙芬在北京成婚，次年由汪福熙同回徽州老家。1929年生汪日新。吳蕙芬在徽州六年，常感腰痛，其父母已多次信囑去京治療。這次路上，除了吳家安排有人陪同，羅時鎔回揚州上班，一路也可幫助照應。信從吳蕙芬攜小孩離家寫起，一直寫到上海吳家接走為止，不厭其詳，為的是讓大嫂放心。信中寫到同船六人，分住三個船艙，而吳蕙芬帶小孩和黄朴存夫人住中艙。這位鄉下老媪，吳蕙芬雖然第一次見面，但見了面後，却是再熟悉不過了，因為常聽家人說起，他們兩家已是幾代世交。‘黄樸存’即黄賓虹。這是他在家鄉時的名字。黄夫人姓洪，名四果，為黄賓虹的原配。他與黄賓虹生有四子二女，然有四個子女都在十多歲時夭折。孩子們原都在上海，隨黄賓虹讀書學畫，那時洪夫人也常去照顧。因經此打擊，又因年紀漸大，之後就不願再去上海了，並要丈夫‘為置側室’（黄賓虹《洪孺夫人行狀略述》）。然而，這次已有63歲的洪夫人何以又作上海之行？這是因為時在上海商務印書館的兒子黄用明喜得貴子，這可是她和黄賓虹的長孫，後取名黄高謙，半個世紀後，出任了中國革命博物館館長。這位黄樸存夫人曾多次到過上海，可却沒有一次見之於文字記載，惟獨這次無意間被人作了記錄。”汪寶瑜（1895——1944），歙縣西溪人，汪福熙之女。汪克劭（1905——1955），字勗予，汪采白長子，曾任教於山東省第一師範藝術科、安徽省立二中、杭州西湖藝專（中國美術學院前身）。 移到1931年...,瑜娘留痕——一位女人一批家書和一個家族的故事 / 洪孺夫人行狀略述,7
